id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35087675,毒液：最后一舞,,https://dou.img.lithub.cc/movie/35087675.jpg,2024-10-23(中国大陆),https://movie.douban.com/subject/35087675/,0,"动作,科幻,惊悚",2,有种中年危机导演拍的感觉，主打一个尿急尿频尿不尽,,2024-10-25 22:42:54,2024 / 美国 / 动作 科幻 惊悚 冒险 / 凯莉·马塞尔 / 汤姆·哈迪 切瓦特·埃加福
36328210,姥姥的外孙,,https://dou.img.lithub.cc/movie/36328210.jpg,2024-08-23(中国大陆),https://movie.douban.com/subject/36328210/,8.9,剧情,5,,,2024-10-20 14:03:34,2024 / 泰国 / 剧情 / 帕特·波尼蒂帕特 / 普提蓬·阿萨拉塔纳功 乌萨·萨梅坎姆
35868338,泰迪熊 第一季,,https://dou.img.lithub.cc/movie/35868338.jpg,2024-01-11(美国),https://movie.douban.com/subject/35868338/,8.4,喜剧,4,好看！而且忽然发现原来导演是奥维尔号舰长震惊,,2024-09-30 14:31:38,2024 / 美国 / 喜剧 / 塞思·麦克法兰 / 塞思·麦克法兰 马克斯·博克霍德
36035676,长安三万里,,https://dou.img.lithub.cc/movie/36035676.jpg,2023-07-08(中国大陆),https://movie.douban.com/subject/36035676/,8.3,"动画,历史",4,看到后面李白大腹便便出场的样子，不由一阵唏嘘，岁月是把杀猪刀。但看到念诗，高堂明镜悲白发，朝如青丝暮成雪。又觉得岁月不过如此。,,2024-09-22 13:01:47,2023 / 中国大陆 / 动画 历史 / 谢君伟 邹靖 / 杨天翔 凌振赫
25855071,初恋这首情歌,,https://dou.img.lithub.cc/movie/25855071.jpg,2020-08-07(中国大陆),https://movie.douban.com/subject/25855071/,8.2,"剧情,爱情,音乐",4,,,2024-09-01 18:31:44,2016 / 爱尔兰 英国 美国 / 剧情 爱情 音乐 / 约翰·卡尼 / 福迪亚·瓦尔什-匹罗 露西·宝通
35736202,狗神,,https://dou.img.lithub.cc/movie/35736202.jpg,2023-12-15(中国大陆),https://movie.douban.com/subject/35736202/,8.1,剧情,3,,,2024-09-01 15:38:22,2023 / 法国 美国 / 剧情 / 吕克·贝松 / 卡莱伯·兰德里·琼斯 克里斯托弗·邓汉
35359717,首,,https://dou.img.lithub.cc/movie/35359717.jpg,2023-05-23(戛纳电影节),https://movie.douban.com/subject/35359717/,7,"剧情,喜剧,动作",4,三星半吧，像走马观花看完一部奇情小说，能看进去，但看完不知所然。,,2024-09-01 08:14:03,2023 / 日本 / 剧情 喜剧 动作 历史 古装 / 北野武 / 北野武 西岛秀俊
36934908,因果报应,,https://dou.img.lithub.cc/movie/36934908.jpg,2024-06-14(印度),https://movie.douban.com/subject/36934908/,8.5,"剧情,动作,惊悚",4,,,2024-08-30 22:48:27,2024 / 印度 / 剧情 动作 惊悚 犯罪 / 尼蒂兰·萨米纳坦 / 维杰·西图帕提 阿努拉格·卡施亚普
26745332,花月杀手,,https://dou.img.lithub.cc/movie/26745332.jpg,2023-05-20(戛纳国际电影节),https://movie.douban.com/subject/26745332/,7.2,"剧情,爱情,悬疑",3,冗长...,,2024-08-15 12:38:58,2023 / 美国 / 剧情 爱情 悬疑 历史 犯罪 西部 / 马丁·斯科塞斯 / 莱昂纳多·迪卡普里奥 罗伯特·德尼罗
35545737,无敌少侠 第二季,,https://dou.img.lithub.cc/movie/35545737.jpg,2023-11-03(美国),https://movie.douban.com/subject/35545737/,8.5,"剧情,动作,科幻",4,好看呢！有几处男主真的很愚蠢…,,2024-08-10 14:44:28,2023 / 美国 / 剧情 动作 科幻 动画 惊悚 奇幻 冒险 / 罗伯特·柯克曼 / 史蒂文·元 吴珊卓
26656728,泳者之心,,https://dou.img.lithub.cc/movie/26656728.jpg,2024-05-31(美国/中国大陆),https://movie.douban.com/subject/26656728/,9.1,"剧情,传记,运动",4,,,2024-08-02 20:33:32,2024 / 美国 / 剧情 传记 运动 / 乔阿吉姆·罗恩尼 / 黛西·雷德利 蒂尔达·格哈姆-哈维
26816104,从21世纪安全撤离,,https://dou.img.lithub.cc/movie/26816104.jpg,2024-08-02(中国大陆),https://movie.douban.com/subject/26816104/,0,"喜剧,科幻",5,好看！！！,"动作,成长,剧情",2024-07-28 20:58:00,2024 / 中国大陆 / 喜剧 科幻 / 李阳 / 张若昀 钟楚曦
26957900,死侍与金刚狼,,https://dou.img.lithub.cc/movie/26957900.jpg,2024-07-26(中国大陆),https://movie.douban.com/subject/26957900/,0,"喜剧,动作,科幻",5,看到九十九岁！,"DC,剧情",2024-07-27 19:04:38,2024 / 美国 / 喜剧 动作 科幻 / 肖恩·利维 / 瑞安·雷诺兹 休·杰克曼
35749842,朱同在三年级丢失了超能力,,https://dou.img.lithub.cc/movie/35749842.jpg,2024-05-25(中国大陆),https://movie.douban.com/subject/35749842/,8,"喜剧,奇幻",4,挺好的，才发现导演是之前那个寻汉记里的老实人。。。,,2024-07-21 12:31:15,2023 / 中国大陆 / 喜剧 奇幻 / 王子川 / 岳昊 马千壹
35494829,红毯先生,,https://dou.img.lithub.cc/movie/35494829.jpg,2024-02-10(中国大陆点映),https://movie.douban.com/subject/35494829/,6.6,"剧情,喜剧",3,不太喜欢。,,2024-07-21 10:19:24,2023 / 中国大陆 中国香港 / 剧情 喜剧 / 宁浩 / 刘德华 单立文
1299288,胭脂扣,,https://dou.img.lithub.cc/movie/1299288.jpg,1987-12-05(中国台湾),https://movie.douban.com/subject/1299288/,8.5,"剧情,爱情,奇幻",3,,,2024-07-14 19:57:43,1987 / 中国香港 / 剧情 爱情 奇幻 / 关锦鹏 / 梅艳芳 张国荣
35863319,去唱卡拉OK吧！,,https://dou.img.lithub.cc/movie/35863319.jpg,2023-11-15(台北金马影展),https://movie.douban.com/subject/35863319/,8.3,剧情,4,,,2024-07-13 18:23:08,2023 / 日本 / 剧情 / 山下敦弘 / 绫野刚 斋藤润
35956190,走走停停,,https://dou.img.lithub.cc/movie/35956190.jpg,2024-06-08(中国大陆),https://movie.douban.com/subject/35956190/,8,"剧情,喜剧,家庭",4,诚恳，真实。很难得在电影里看到胡歌那么自然。,,2024-07-13 10:32:30,2024 / 中国大陆 / 剧情 喜剧 家庭 / 龙飞 / 胡歌 高圆圆
35371629,维和防暴队,,https://dou.img.lithub.cc/movie/35371629.jpg,2024-05-01(中国大陆),https://movie.douban.com/subject/35371629/,5.3,"剧情,动作",3,,,2024-06-28 11:18:15,2024 / 中国大陆 / 剧情 动作 / 李达超 / 黄景瑜 王一博
35208466,我才不要和你做朋友呢,,https://dou.img.lithub.cc/movie/35208466.jpg,2024-06-08(中国大陆),https://movie.douban.com/subject/35208466/,6.3,喜剧,5,,,2024-06-28 11:17:28,2024 / 中国大陆 / 喜剧 / 何念 / 庄达菲 陈昊宇
34996127,疯狂的麦克斯：狂暴女神,,https://dou.img.lithub.cc/movie/34996127.jpg,2024-06-07(中国大陆),https://movie.douban.com/subject/34996127/,7.5,"动作,科幻,惊悚",5,,,2024-06-28 11:16:44,2024 / 澳大利亚 美国 / 动作 科幻 惊悚 冒险 / 乔治·米勒 / 安雅·泰勒-乔伊 克里斯·海姆斯沃斯
24284175,九龙城寨之围城,,https://dou.img.lithub.cc/movie/24284175.jpg,2024-05-01(中国大陆/中国香港),https://movie.douban.com/subject/24284175/,0,"动作,犯罪",5,,,2024-04-28 23:32:15,2024 / 中国香港 中国大陆 / 动作 犯罪 / 郑保瑞 / 古天乐 洪金宝
35575567,沙丘2,,https://dou.img.lithub.cc/movie/35575567.jpg,2024-03-08(中国大陆),https://movie.douban.com/subject/35575567/,8.2,"剧情,动作,科幻",3,,,2024-04-26 16:38:52,2024 / 美国 加拿大 / 剧情 动作 科幻 冒险 / 丹尼斯·维伦纽瓦 / 提莫西·查拉梅 赞达亚
36530235,还是觉得你最好2,,https://dou.img.lithub.cc/movie/36530235.jpg,2024-02-24(中国大陆),https://movie.douban.com/subject/36530235/,6.3,"喜剧,爱情",3,,,2024-04-26 16:38:08,2024 / 中国香港 中国大陆 / 喜剧 爱情 / 陈咏燊 / 邓丽欣 张继聪
35491115,临时劫案,,https://dou.img.lithub.cc/movie/35491115.jpg,2024-01-19(中国大陆),https://movie.douban.com/subject/35491115/,6.2,"喜剧,动作,犯罪",5,,,2024-04-26 16:37:27,2024 / 中国大陆 中国香港 / 喜剧 动作 犯罪 / 麦启光 / 郭富城 林家栋
